,titles,replies,views,activity,category
3380,My Dillemma w/ my Comics,2,869,Feb '17,promotions
3381,Makoholic on tapas! (Makotadas translation),93,262,Feb '17,promotions
3382,Post Your Latest Page SEPTEMBER 2018,25,6.7k,Feb '17,promotions
3383,The Power of Stardust: A comic about public domain superheroes (Promote your superhero comics here!),714,814,Feb '17,promotions
3384,Done and gone quite so 15 characters,2,515,Feb '17,promotions
3385,"I have risen, as zombies do, for Halloween. 🎃",121,465,Feb '17,promotions
3386,GODLY FRIENDS Manga! READ the First Chapter!,2,618,Feb '17,promotions
3387,Need some feedback on my series,112,414,Feb '17,promotions
3388,It’s September and it’s time to look for subscribers again. Searching,1,1.8k,Feb '17,promotions
3389,Share your underrated comic here! with less than 30 subs,147,1.8k,Feb '17,promotions
3390,HELLO ALL! (Shameless Promo) come join in!,3,2.1k,Feb '17,promotions
3391,Promote your comic and (maybe) take a look at mine?,116,1.4k,Feb '17,promotions
3392,Character Design Help?,36,1.0k,Feb '17,promotions
3393,Unable to find my Webtoon,300,1.0k,Feb '17,promotions
3394,"In the spirit of Halloween… promote your stuff, in a spooky way! 👻",1,1.6k,Feb '17,promotions
3395,Please check out my webcomic collaboration,100,266,Feb '17,promotions
3396,Spent my birthday doing comics T-T,113,415,Feb '17,promotions
3397,What’s the appeal?,4.3k,445,Feb '17,promotions
3398,Saisho Rozu (First Rose) NEW Video trailer!,13,369,Feb '17,promotions
3399,The best artist i know launched a Webtoon (its gorgeous),236,927,Feb '17,promotions
3400,Brand new here and to comics in general. Turning my short story into one,2,771,Feb '17,promotions
3401,"So, what to do if your comic/novel stops getting noticed?",258,1.1k,Feb '17,promotions
3402,"Check out my manga, and I’ll check out yours~ :-D",13,619,Feb '17,promotions
3403,"Hello! Introducing myself and my comic, Druid City. Come say hi!",166,462,Feb '17,promotions
3404,Love to my dear tapas❤💓💕💗💙💚💛💜🖤💝💞💟❣💌,0,498,Feb '17,promotions
3405,I’m new here! I have some questions,81,561,Feb '17,promotions
3406,Let’s Celebrate Our Bisexual/Pansexual Characters,4,1.5k,Feb '17,promotions
3407,Comedic footing,124,382,Jan '17,promotions
3408,"Hi, I’m new here. My introduction",24,833,Jan '17,promotions
3409,Tapas Writers Club! (Discord),259,375,Jan '17,promotions
3410,It’s either my comic sucks … or i am still not doing it right,11,2.2k,Jan '17,promotions
3411,Episode updates part 2,137,265,Jan '17,promotions
3412,Episode Updates! Part 1,19,289,Jan '17,promotions
3413,Check out My Story! New to the forums!,305,391,Jan '17,promotions
3414,Webcomics em português,47,596,Jan '17,promotions
3415,Https://m.tapas.io/episode/890357,566,421,Jan '17,promotions
3416,Share you Webtoon Contest Series,0,2.0k,Jan '17,promotions
3417,Hello amazing beautiful people!,138,486,Jan '17,promotions
3418,"Sh*t, Lets be Santa: POST BIRTHDAY EDITION (DEATH METAL MUSIC IN THE BACKGROUND)",42,418,Jan '17,promotions
3419,Critique my Character designs,542,1.6k,Jan '17,promotions
3420,Is this a weird/bad comic idea?,17,973,Jan '17,promotions
3421,Is this some kind of joke?,168,596,Jan '17,promotions
3422,"Publishing it, come what may",2,469,Jan '17,promotions
3423,New To Comics - Would love your Feedback,122,427,Jan '17,promotions
3424,Top 5 WT from Discover?,23,473,Jan '17,promotions
3425,Feedback on experiment for possible art upgrade,419,1.9k,Jan '17,promotions
3426,Give to the Giving Tree (Aka – Don’t Post Your Own Comic Here),32,3.0k,Jan '17,promotions
3427,Are things starting to look better now?,318,383,Jan '17,promotions
3428,Critique My Comic [Cute Critter Mafia],4,374,Jan '17,promotions
3429,Requesting review for chapter 1!,129,382,Jan '17,promotions
3430,Hi guys i made an animation youtube channel,4,323,Jan '17,promotions
3431,Hello Guys! Intro your comic here!,155,8.0k,Jan '17,promotions
3432,This is my comic. Wanna show yours?,0,1.4k,Jan '17,promotions
3433,"This is crap, plz help",163,617,Jan '17,promotions
3434,Feedback on questions for a popularity poll,15,603,Jan '17,promotions
3435,…comic’s under 5 subscribers?,246,820,Jan '17,promotions
3436,Feedback needed for new comic,1,658,Jan '17,promotions
3437,Ocean Eyes (New Series),160,448,Jan '17,promotions
3438,Requesting feedback on the WIP of my webcomic’s first script,9,451,Jan '17,promotions
3439,What do you think of these more simplistic character designs?,136,603,Jan '17,promotions
3440,"Heres my comic, whats yours?",385,1.9k,Jan '17,promotions
3441,"Shout out yourself and your comics, lets b friendssss",11.2k,3.9k,Jan '17,promotions
3442,Please crit my comic strip,0,421,Dec '16,promotions
3443,I need some friends (also open to self promotion),249,2.4k,Dec '16,promotions
3444,Webtoon and Tapas Noob,343,454,Dec '16,promotions
3445,New webtoon out! I have questions! Anyone can help with feedback or anything?,10.2k,319,Dec '16,promotions
3446,Post Your Latest Page August 2018,17,6.8k,Dec '16,promotions
3447,Only one subscriber needed to hit 2 subscribers - push it to the next level!,130,845,Dec '16,promotions
3448,New Comic - Come Take A Look,9,294,Dec '16,promotions
3449,My new Web Comic ( maybe give a read?),220,432,Dec '16,promotions
3450,How much do you charge as a colorist?,1,3.8k,Dec '16,promotions
3451,A comic revolving around sensitive topic,226,1.1k,Dec '16,promotions
3452,New Sci Fi and Horror short collaboration between Eduardo Barbosa and myself!,29,323,Dec '16,promotions
3453,Thinking of bringing my webtoons contest entry to Tapas,643,474,Dec '16,promotions
3454,"Check out my manga, and I’ll check out yours~~ :D",12,393,Dec '16,promotions
3455,My Comic Scribbleaf,310,277,Dec '16,promotions
3456,Save your art- TAKE CARE OF YOUR HAND AND BODY!,8,886,Dec '16,promotions
3457,Euphoria Arrival Episode,132,282,Dec '16,promotions
3458,"Hey im new here, read my comic and ill do the same for ya",201,971,Dec '16,promotions
3459,Coloring a Full Page?,6.6k,597,Dec '16,promotions
3460,Looking For Critique/Feedback!,5,551,Dec '16,promotions
3461,You read mine and I’ll read yours 2nd edition (CLOSED),301,1.5k,Dec '16,promotions
3462,Does it makes sense to mix Horror and Heartwarming genre?,4,1.0k,Dec '16,promotions
3463,"Animatic attempt two! (As always, feedback welcome!)",132,1.2k,Dec '16,promotions
3464,Finally joined & looking for comics to read!,17,4.0k,Dec '16,promotions
3465,Blood and Batteries UPDATED!,211,268,Dec '16,promotions
3466,Cheating Scenes Help,6,407,Dec '16,promotions
3467,Which art style looks better?,315,887,Dec '16,promotions
3468,Share your sinopsis here! :D,17,3.1k,Dec '16,promotions
3469,Feedback exchange!,243,1.3k,Dec '16,promotions
3470,MK’s The Strange Case of Dr. Jekyll and Mr. Hyde,6,432,Dec '16,promotions
3471,"New Sports, Action Shounen Manga",146,303,Dec '16,promotions
3472,If you like spooky mystery stuff,15,386,Dec '16,promotions
3473,Sould marionette chapter 3,157,225,Dec '16,promotions
3474,Hey everyone! Newcomer here,83,715,Dec '16,promotions
3475,"New here. Introduction and Self-Promo, Join If You Would Like",906,828,Dec '16,promotions
3476,[COMIC IDEA FEEDBACK NEEDED] Colour or black white?,11,1.1k,Dec '16,promotions
3477,Euphoria Webtoon,117,544,Dec '16,promotions
3478,My comic’s first complete issue is finished!,27,574,Dec '16,promotions
3479,Just Starting Out,265,767,Dec '16,promotions
3480,"Oops. Uh, Hello!",846,1.2k,Dec '16,promotions
3481,New Here/ Self promo~,14.8k,694,Nov '16,promotions
3482,New comics hub!,0,2.4k,Nov '16,promotions
3483,I Published my Third Chapter Today for my Long Series!,85,353,Nov '16,promotions
3484,COMIC STORY IDEA [feedback needed please!],5,681,Nov '16,promotions
3485,Returning to tapas and looking for some feedback!,214,315,Nov '16,promotions
3486,Content Warnings?,65,773,Nov '16,promotions
3487,"I passed 25 subs on one of my comics 75 to go, if you are in the same boat post here",728,297,Nov '16,promotions
3488,Won’t You Give It A Read?,29,304,Nov '16,promotions
3489,Which Cover is Better?,184,1.1k,Nov '16,promotions
3490,(Searching For Kazehaya Webcomic Dub) Episode 1: Summer Fan Girl,13,185,Nov '16,promotions
3491,Hello there guys I am new here!,177,918,Nov '16,promotions
3492,Mechanical Maiden: The story of the world’s first full body cyborg!,4,340,Nov '16,promotions
3493,I updated my gag webcomic today!,142,274,Nov '16,promotions
3494,Looking for feedback!,0,335,Nov '16,promotions
3495,Post a song that suits your novel/comic! 🎶,95,1.8k,Nov '16,promotions
3496,Looking for feedback on my webcomic,26,563,Nov '16,promotions
3497,Hub for feedback and first drafts!,217,361,Nov '16,promotions
3498,Inspirational Message For Creators,19,731,Nov '16,promotions
3499,Advice on Pacing and Maybe Restarting My Comic,191,1.1k,Nov '16,promotions
3500,Sci-Fi/Romance new Webtoon (shameful self promo T-T),12,480,Nov '16,promotions
3501,"Check out my manga, and I’ll check out yours~~",427,970,Nov '16,promotions
3502,What you’ve been up to Lately?,1,1.4k,Nov '16,promotions
3503,First Impressions?,164,336,Nov '16,promotions
3504,"Made a pretty short story, and would love some critique on it",34,436,Nov '16,promotions
3505,"Hello, I’m Aki, please read my comic and tell me your opinion",283,851,Nov '16,promotions
3506,Looking for advice/feedback,107,455,Nov '16,promotions
3507,Post your Writer’s Camp covers here!,714,964,Oct '16,promotions
3508,Feedback on a cover idea,3,801,Oct '16,promotions
3509,Bad Start Fixing,142,538,Oct '16,promotions
3510,I’m looking for new comics to read,6,666,Oct '16,promotions
3511,New series- Responsible Adult,139,277,Oct '16,promotions
3512,"What you think about my comic , please give me your opinion ^^ + Let me see yours I want to learn from them",52,511,Oct '16,promotions
3513,"Introducing our Comic team 656 comics, we’re new here but have a lot of stories!",443,687,Oct '16,promotions
3514,Critique for Critique?,25,1.3k,Oct '16,promotions
3515,Anyway to improve/cut down my comic’s prologue?,291,439,Oct '16,promotions
3516,The weirdest thing your protagonists have done in your Writer’s Camp entry?,7,923,Oct '16,promotions
3517,Looking for feedbacks,199,417,Oct '16,promotions
3518,Is this a good intro?,40,524,Oct '16,promotions
3519,"NSFW aimed for girls, POST THEM HERE MY PeEPS",590,1.4k,Oct '16,promotions
3520,How to be more (approachable)?,34,1.2k,Oct '16,promotions
3521,Underrated comics,3.5k,1.2k,Oct '16,promotions
3522,Introduce yourselves for everyone to see,29,1.4k,Oct '16,promotions
3523,New to the community!,357,997,Oct '16,promotions
3524,The Love We See in the Stars,0,443,Oct '16,promotions
3525,Self promo and looking for feedback/critique?,113,652,Oct '16,promotions
3526,To gain more views and hope you can give me some feedback,71,464,Oct '16,promotions
3527,Promoting my new webtoon,728,557,Oct '16,promotions
3528,Dreams N’ Dimensions comic promo (COOL PRIZES TOO?),11,370,Oct '16,promotions
3529,Upcoming Webcomic,198,452,Oct '16,promotions
3530,New comic online. (crime-comedy drama) -any feedback?,8,655,Oct '16,promotions
3531,New Bulgarian Manga based on a Song,253,289,Oct '16,promotions
3532,Android Affection [BL - Sci-Fi - Mystery],5,343,Oct '16,promotions
3533,Is my style “generic”?,141,2.0k,Oct '16,promotions
3534,Finally got to the hook of our story!,1,332,Oct '16,promotions
3535,I”ve uploaded an NSFW superhero comic “Side Kicked in the Ass”,112,334,Oct '16,promotions
3536,New and looking for other Historical Fantasy comics!,32,1.6k,Oct '16,promotions
3537,Comic character design help needed!,257,526,Oct '16,promotions
3538,Which Armor Design should I use?,89,674,Oct '16,promotions
3539,"Beautiful Desolation, An Experimental Wordless Comic",891,271,Oct '16,promotions
3540,LF Comics with Black or Brown Main Characters,0,1.9k,Oct '16,promotions
3541,Review / Critique my Comic and Win a drawing of your OC!,92,966,Oct '16,promotions
3542,I made an animatic! Any tips for improvement?,23,1.1k,Oct '16,promotions
3543,Would like some input on formatting for Tapas,1.1k,457,Oct '16,promotions
3544,"Check out my manga, and I’ll check out yours~",29,422,Oct '16,promotions
3545,Running a story idea by you,364,958,Oct '16,promotions
3546,I learned something today,14,371,Oct '16,promotions
3547,"New to the forums, not to the site",236,752,Oct '16,promotions
3548,Requesting your OCs! (Closed for now),24,3.2k,Sep '16,promotions
3549,Need Advice and Feedback for Coloring,260,854,Sep '16,promotions
3550,Looking for proofreaders,2,356,Sep '16,promotions
3551,Feedback on series thumbnail,100,686,Sep '16,promotions
3552,Hello! I’m MK_Wizard!,1,664,Sep '16,promotions
3553,You guys need to see this,98,394,Sep '16,promotions
3554,Introducing… Myself!,0,603,Sep '16,promotions
3555,Feedback on my logo and thumbnail,87,389,Sep '16,promotions
3556,"Backgrounds, Mecha, and Muscles - A Minicomic",10,566,Sep '16,promotions
3557,Looking for some feedback or reviews would be much appreciated!,178,549,Sep '16,promotions
3558,Do I make good use of my resources?,39,391,Sep '16,promotions
3559,Fan Comic- Akuma Vs. Thanos (Street Fighter/Infnity Guantlet Crossover),576,250,Sep '16,promotions
3560,New and curious,17,507,Sep '16,promotions
3561,Honest to God Constructive Critique,171,607,Sep '16,promotions
3562,Just Released My New Entry,3,316,Sep '16,promotions
3563,Check out an Elf story,187,640,Sep '16,promotions
3564,Hello I’m new and some concerns as a creator,44,720,Sep '16,promotions
3565,Which book cover is the best?,502,683,Sep '16,promotions
3566,Presenting my Magical Girl webcomic!,20,1.0k,Sep '16,promotions
3567,I Love My Yandere Neko Girlfriend Anime Trailer Preview,416,291,Sep '16,promotions
3568,You read mine and I’ll read yours 1st edition (CLOSED),3,1.0k,Sep '16,promotions
3569,Bit of writer’s block. Help,123,468,Aug '16,promotions
3570,Do you need feedback? - closed (for now),17,1.9k,Aug '16,promotions
3571,Huge Comment Exchange: Novel Edition,124,5.7k,Aug '16,promotions
3572,2018 Creator Growth,74,1.5k,Aug '16,promotions
3573,"New 4 Page One-Shot Sports Comic/Manga, called Tartan!",506,464,Aug '16,promotions
3574,Hello everyone! I’m new here! &lt;3,20,805,Aug '16,promotions
3575,My very first webcomic! ODD FRONT,245,454,Aug '16,promotions
3576,Royal Chapter 1 Completion Contest,5,312,Aug '16,promotions
3577,My Webcomic Collaborations,107,340,Aug '16,promotions
3578,Stranger on Tapas asking for the first feedback,159,606,Aug '16,promotions
3579,Can someone please give me a feedback/review for my new novel,1.2k,588,Aug '16,promotions
3580,Ch6 for my comic!,41,318,Aug '16,promotions
3581,"Tip of The Tongue, looking for reviews or thoughts!",388,672,Aug '16,promotions
3582,A New Comic (after years of not making any)!,49,529,Aug '16,promotions
3583,"Critique, please",398,617,Aug '16,promotions
3584,New series launched today! PUP CULTURE!,71,302,Aug '16,promotions
3585,Tell me about your comic and other cool comics I may not know!,521,6.5k,Aug '16,promotions
3586,Comments for Comments,27,1.0k,Aug '16,promotions
3587,Lord Alden Ewart’s Agency for the Paranormal - A Victorian Era Mystery,259,363,Aug '16,promotions
3588,That pesky dialogue problem pt 2,21,333,Aug '16,promotions
3589,Sweet Guy and Delinquent Girlfriend,262,629,Aug '16,promotions
3590,Lets check each other out! For LGBT comedy!,14,422,Aug '16,promotions
3591,"Posting my Comic this weekend, anything I should know?",212,836,Aug '16,promotions
3592,Should I rework the first episode of my comic?,4,534,Aug '16,promotions
3593,The Crowns Ch7!,119,378,Aug '16,promotions
3594,Letters from Bobo…a new Novel idea,12,335,Aug '16,promotions
3595,Rate My Comic’s First Chapter!,165,448,Aug '16,promotions
3596,The 2018 Tapas Novel Award Ceremony,20,1.8k,Aug '16,promotions
3597,Please review the latest chapter of my novel,283,410,Aug '16,promotions
3598,Can someone please review my comic “Dark & Strange”,334,497,Aug '16,promotions
3599,New Webcomic in Tapas (Please check it out),3.3k,451,Aug '16,promotions
3600,"Old Member, Renewed Dedication",45,854,Aug '16,promotions
3601,Turn The Page [BL - Romance],357,271,Aug '16,promotions
3602,End chapter 2 soul marionette,15,206,Aug '16,promotions
3603,Planning a Boy Love Parody with Slugs. Help!~,213,1.5k,Aug '16,promotions
3604,Hey people. I’m looking for advice!,22,497,Aug '16,promotions
3605,Should I make art style simple (-er)?,237,1.1k,Aug '16,promotions
3606,Requesting a Review For One of My 10 Stories,2,496,Aug '16,promotions
3607,Check my Oneshot,119,426,Aug '16,promotions
3608,Show off your comic improvement!,4,3.0k,Aug '16,promotions
3609,End of chapter 1 - is it ok so far?,214,792,Aug '16,promotions
3610,Joining The Tapas Community?,12,1.3k,Aug '16,promotions
3611,Check out Cute ‘em Up!,175,296,Aug '16,promotions
3612,New Comic Faethless,24,368,Aug '16,promotions
3613,Good Mystery Comic?,303,580,Aug '16,promotions
3614,I’ve been here for more than a year… Let’s celebrate our progress!,52,455,Aug '16,promotions
3615,"I would like some feedback on my comic, plz",2.4k,485,Aug '16,promotions
3616,"A review for an underperforming product, please?",137,775,Aug '16,promotions
3617,Introduce your romance comic!,1.5k,837,Aug '16,promotions
3618,It Is Never Too Late to Pursue Art,4,1.0k,Aug '16,promotions
3619,Hey people. I’m baaack!,146,416,Aug '16,promotions
3620,My first comic [Genre: fantasy],2,618,Aug '16,promotions
3621,Trending question!,110,411,Jul '16,promotions
3622,"My Comic’s a Parody of “The Office” so I animated a shot by shot remake of the Intro using its characters, here it is!",7,410,Jul '16,promotions
3623,Lets have a look at each others comic (potentially a sub from me to you),194,6.8k,Jul '16,promotions
3624,NEED some HELP for this comic strip,12,735,Jul '16,promotions
3625,Am I showing improvement?,209,489,Jul '16,promotions
3626,We have a new comic!,8,379,Jul '16,promotions
3627,Comic Book Printing Companies?,150,870,Jul '16,promotions
3628,NEW MINICOMIC & INDIE RPG: Gumtown (FINISHED!),1,550,Jul '16,promotions
3629,PHANTOM REIGN What should the main character do next?,142,501,Jul '16,promotions
3630,The First Five Pages Of EVERYTHING+NOTHING Coloured!,5,419,Jul '16,promotions
3631,Crit for Crit! Please critique my comic,312,940,Jul '16,promotions
3632,Introducing the webcomic Aimatos,32,312,Jul '16,promotions
3633,"Soul marionette chapter 2, feedback is received",378,396,Jul '16,promotions
3634,Rocketman - anyone here enjoys scifi/dramas?,1,361,Jul '16,promotions
3635,Post A Vacation Scene With Your Characters,200,669,Jul '16,promotions
3636,Back with a new chapter! (Come On Home),16,292,Jul '16,promotions
3637,Happy go lucky character feedback!,275,246,Jul '16,promotions
3638,Comic Preferences,9,313,Jul '16,promotions
3639,Daily Lolita manga Q&A section open!,163,798,Jul '16,promotions
3640,New Pages Up For EVERYTHING+NOTHING! (Pages 6-9),3,254,Jul '16,promotions
3641,Review for Review - who wants to trade reviews?,161,1.9k,Jul '16,promotions
3642,Introduction + feedback on my novel!,0,520,Jul '16,promotions
3643,Please read my comic and comment,121,527,Jul '16,promotions
3644,Hello! (self-introduction),6,609,Jul '16,promotions
3645,How are my angles?,155,756,Jul '16,promotions
3646,Self introduction,9,490,Jul '16,promotions
3647,Father issues in a story? (( GIMMIE SUM FEEDBACK )),225,475,Jul '16,promotions
3648,Hi! Please Check My Comic. :D,9,806,Jul '16,promotions
3649,Alois de Boogere’s Greatest Party Hits,131,575,Jul '16,promotions
3650,Feedback on my sci-fi comic?,1,729,Jul '16,promotions
3651,Do I drone on too much in my writing?,187,433,Jul '16,promotions
3652,Recently finished my comic!,90,387,Jul '16,promotions
3653,Its may so welcome new pillowtalk and the diamond lobsters!,952,316,Jul '16,promotions
3654,"Rock of Ages, a rock and heavy metal inspired novel",8,378,Jul '16,promotions
3655,Suspense? How am I doing? New Chapter Upload!,156,228,Jul '16,promotions
3656,Season 3 of my webcomic is live!,40,317,Jul '16,promotions
3657,An Art Zine for Webcomic Artists!,301,419,Jul '16,promotions
3658,Trying to see How good im getting,3,369,Jul '16,promotions
3659,Post Bad Reviews of Your Work,125,3.1k,Jul '16,promotions
3660,–Platitudes- Are -My Attitude–,6,558,Jul '16,promotions
3661,Any cool and not used demon names?,137,967,Jul '16,promotions
3662,The Locks of Skaa’rev,29,329,Jul '16,promotions
3663,"Hello everyone, I need help. Could you criticize my comic? Give it a review, and your sincere opinion about it? I feel like I’m in the lack of something important for my comic",312,1.0k,Jul '16,promotions
3664,New Art Up On Art Files!,7,256,Jul '16,promotions
3665,Introverts Unite?,207,3.0k,Jul '16,promotions
3666,Looking for new friends,114,2.2k,Jul '16,promotions
3667,Tapas 4-Koma Contest,929,338,Jul '16,promotions
3668,I need an opinion!,17,525,Jul '16,promotions
3669,Finished Chapter 1 of Wednesday7! How’s it lookin’?,229,666,Jul '16,promotions
3670,What are comics that you feel need more love?,82,1.5k,Jul '16,promotions
3671,The Leading Ladies,709,305,Jul '16,promotions
3672,I’m a newbie help!,3,772,Jul '16,promotions
3673,Feedback/Lets subscribe together,106,724,Jul '16,promotions
3674,"Sh!t, Lets be Santa (for views, post story here)",19,1.3k,Jul '16,promotions
3675,That pesky dialogue issue,147,492,Jun '16,promotions
3676,Wrath - A Tiny Story,51,455,Jun '16,promotions
3677,"Updated cover,some news, & shout-out",485,253,Jun '16,promotions
3678,Need help deciding on the art style for Season 3 of my webcomic,5,698,Jun '16,promotions
3679,How to communicate the slow-motion effect in a comic?,123,2.0k,Jun '16,promotions
3680,Share The First One To Three Pages Of Your Comic,9,2.5k,Jun '16,promotions
3681,Commenting even not SUBBING (HELP!),170,922,Jun '16,promotions
3682,"Yours, a BL/GL/Heterosexual Romance",2,242,Jun '16,promotions
3683,Requesting critique on the WIP script of my webcomic’s first chapter,99,696,Jun '16,promotions
3684,I’m new! Feedback on my novel? ( DOW:Dogz OfWar),21,375,Jun '16,promotions
3685,First comic - what should I change?,202,313,Jun '16,promotions
3686,"It’s been a year, please share how far have you guys have come! : >",117,1.8k,Jun '16,promotions
3687,My Harem Isn’t What I Expected,1.3k,638,Jun '16,promotions
3688,New pages 1-5 of everything+nothing!,0,475,Jun '16,promotions
3689,Feedback requested (novel),76,479,Jun '16,promotions
3690,Suihira! You got to read this comic! (PS. It’s not my comic),13,520,Jun '16,promotions
3691,Comment lottery and feedback,167,418,Jun '16,promotions
3692,Feedback on ancient demon design (part2),1,784,Jun '16,promotions
3693,"Trying To Reach 300 Views, Currently At 215!",79,315,Jun '16,promotions
3694,New webcomic - game (feedback),35,365,Jun '16,promotions
3695,Back with a new comic blunderland,250,293,Jun '16,promotions
3696,Seeking feedback for my webtoon,1,584,Jun '16,promotions
3697,"Please, Check Out My Art Files!",110,491,Jun '16,promotions
3698,May I Get Some Opinions On This Rough Script I Posted On Tapas?,61,683,Jun '16,promotions
3699,First chapter is completed and seeking feedback!,791,470,Jun '16,promotions
3700,Just completed uplaoding my first chapter!,20,427,Jun '16,promotions
3701,L’Omelette Du Fromage..Anyone from France?,364,1.2k,Jun '16,promotions
3702,Why I’m glad that I found this community,3,549,Jun '16,promotions
3703,I’d love some critique on my art style and character designs for an upcoming comic,185,1.4k,Jun '16,promotions
3704,What Comic Format Do You Prefer?,4,1.3k,Jun '16,promotions
3705,What is your protagonist’s typical day?,164,1.5k,Jun '16,promotions
3706,My first webcomic,51,916,Jun '16,promotions
3707,Share Your Title Pages!,522,1.3k,Jun '16,promotions
3708,Each Subscriber For This Script Gets A Drawing If They Reply To This Post! :D,41,385,Jun '16,promotions
3709,Need Advice for my Webtoons,402,997,Jun '16,promotions
3710,"Trying To Reach Over 100 Views, Currently At 92 Views (REACHED)",44,344,Jun '16,promotions
3711,Share your script!,532,349,May '16,promotions
3712,"Hi everyone - here’s my first cartoon, do you think it fits in here?",34,563,May '16,promotions
3713,Promote your Favorite/Own Comic!,344,3.2k,May '16,promotions
3714,Rough Copy Script Called EVERYTHING+NOTHING Available To Read On Tapas!,19,259,May '16,promotions
3715,Kingdoom Days! ~ new webtoon intro,237,284,May '16,promotions
3716,Does this story sound interesting? Please let me know!,10,1.1k,May '16,promotions
3717,"Time Gate: Reaper, Coming To Amazon Kindle March 30th",233,636,May '16,promotions
3718,NEW MINICOMIC: The Secretary Chant,4,570,May '16,promotions
3719,"Hi there, i want to introduce you all my comics and meet other people comics",182,2.2k,May '16,promotions
3720,Need Feedback on my Comic,26,755,May '16,promotions
3721,Finished my comic?¿,306,701,May '16,promotions
3722,How to make a map of my fictional town?,17,872,May '16,promotions
3723,Science Fiction Comic!,220,537,May '16,promotions
3724,Feedback on recent 6 chapters?,73,282,May '16,promotions
3725,My comic just hit it’s 50th strip! I’d love to hear what you guys think!,562,436,May '16,promotions
3726,Thoughts on this dream sequence?,0,374,May '16,promotions
3727,"Need help picking a thumbnail (decided, thanks^^)",87,701,May '16,promotions
3728,I need advice my comic,17,622,May '16,promotions
3729,100 Episodes - Shameless Promo,158,486,May '16,promotions
3730,Considerations When Making a New Chapter (+ New Episode Plug),14,542,May '16,promotions
3731,Would like some feedback!,201,963,May '16,promotions
3732,"New to the forums, Check out my comic!",173,334,May '16,promotions
3733,What alien races do you want to appear in my comics?,1.2k,3.4k,May '16,promotions
3734,Comics in Finnish/ sarjakuvat suomeksi,22,263,May '16,promotions
3735,Post Your Latest Comic Page (Genres Included) - March 2018,244,2.7k,May '16,promotions
3736,NEW COMIC - Make Your Wish,93,275,May '16,promotions
3737,New Fantasy/Action - Gods Before Me,1.3k,491,May '16,promotions
3738,War of the Heavens: Promotion and Goals,0,299,May '16,promotions
3739,"Just finished my first comic, any feedback please?",87,563,May '16,promotions
3740,Intro / Share your Fantasy / Comedy series,2,2.6k,May '16,promotions
3741,Looking for Beta Reader(s),206,607,May '16,promotions
3742,Review my comic and I’ll happily review yours,3,2.5k,May '16,promotions
3743,Constructive Critic and Feedback on my Comic Please <3,148,931,May '16,promotions
3744,Rero’s Novel Support Program! Hooray!,71,676,May '16,promotions
3745,How is my new comic?,758,519,May '16,promotions
3746,New Comic Series (some healthy self-promotion),46,475,May '16,promotions
3747,Final cameo for chapter 4 called friend date,504,1.5k,May '16,promotions
3748,Any Feedback please?,1,1.1k,May '16,promotions
3749,Is this art style better ? (I know I’m asking this again but I really care about it!),147,794,May '16,promotions
3750,"Just looking for some writing advice (prose, grammar, etc.)",12,548,May '16,promotions
3751,I Finished a Thing,167,531,May '16,promotions
3752,Feedback on the design of an ancient demon,11,1.0k,May '16,promotions
3753,Comics Under Decreasing Amounts of Subscribers,801,519,May '16,promotions
3754,Congratulations Lumaga!,14,497,May '16,promotions
3755,Share your main character’s best drawing,417,3.2k,May '16,promotions
3756,New Updates/Art Improvement,0,327,May '16,promotions
3757,Get Yer Pinup Art,82,1.6k,May '16,promotions
3758,(Story Idea) CEASE the Dragon’s Love Eternal,16,675,May '16,promotions
3759,A new satirical comics is here!,152,204,May '16,promotions
3760,Show us your character designs,48,6.1k,May '16,promotions
3761,Help me decide the genre of my comic,5.2k,352,May '16,promotions
3762,Which Comic Sounds Like The Best Comic Out Of These Three?,10,799,May '16,promotions
3763,Need critics on my comic for the sake of improvement,167,616,May '16,promotions
3764,Launched my First Comic: Lycan,36,663,May '16,promotions
3765,"Hey people, I’m new here. Nice to meet you!",356,1.5k,May '16,promotions
3766,Manga Feedback and reviewing. “ReUnity”,17,205,May '16,promotions
3767,First ten subs lets celebrate,247,1.5k,May '16,promotions
3768,How to form a feedback group,5,269,May '16,promotions
3769,New Comic! : Castle by the Beach,152,394,Apr '16,promotions
3770,Feedback on my collaborative comics,5,209,Apr '16,promotions
3771,"New comic, feedback appreciated",371,213,Apr '16,promotions
3772,Where can I go next with this picture?,12,363,Apr '16,promotions
3773,Plz check out my funny Yandere comic and tell me what you think,286,449,Apr '16,promotions
3774,Roast My Comic To The Ground,125,2.8k,Apr '16,promotions
3775,Check out my fist webcomic series here on Tapastic!,1.2k,541,Apr '16,promotions
3776,Share a comic on your reading list,41,3.1k,Apr '16,promotions
3777,Shonen Comic/Manga On Tapas,389,1.2k,Apr '16,promotions
3778,I posted my comic on webtoons,0,534,Apr '16,promotions
3779,Is this new style okay?,94,1.8k,Apr '16,promotions
3780,Looking for feedback on sci-fi/fantasy comic,17,515,Apr '16,promotions
3781,Thoughts on on this thumbnail for my work in progress comic?,252,711,Apr '16,promotions
3782,"My Series Advertisement, Enjoy!",29,2.4k,Apr '16,promotions
3783,New BL-comic about two angels released!,314,492,Apr '16,promotions
3784,What Is Your Favorite Winter 2018 Anime?,12,2.4k,Apr '16,promotions
3785,Hi im a newb to TAPAS,199,1.2k,Apr '16,promotions
